,INSTITUTION_NAME_ENCODED,GROUPBY_ENCODED,PROGRAM_AREA_ENCODED,PROGRAM_AREA_NAME_ENCODED,CREDENTIAL_ENCODED,RESPONDENTS,RESPONSE_RATE,AGE,FEMALE,MALE,Education_Satisfaction,Write_Clearly,Speak_Effectively,Work_Effectively,Critical_Thinking,Resolve_Issues,Self_Learning,Comprehension,Quality_Instruction,SELF_EMPLOYED,EMPLOY_FULL_TIME,JOB_PROGRAM_RELATED,USEFUL_PERFORM_JOB,IN_LABR_MKT,EMPLOYED,UNEMPLOYED,SALARY_WAGE,FURTH_STUDIES
1140,22,2,9,11,6,67.0,0.4557,27.0,0.8208,0.1791,0.8787,0.7727,0.791,0.803,0.8059,0.723,0.8615,0.7424,0.8636,0.0,0.8113,0.9821,0.9464,0.9523,0.8888,0.0,66272.382,0.5373
1141,22,2,9,11,6,58.0,0.2521,25.0,0.862,0.1379,0.7857,0.7894,0.7586,0.7368,0.7931,0.709,0.8275,0.7586,0.8727,0.0,0.8095,0.4186,0.7441,0.8448,0.7413,0.1224,57565.7,0.5862
1142,22,2,11,20,6,13.0,0.4482,25.0,0.66135,,0.8461,0.6363,0.9166,1.0,0.8333,0.7692,0.923,0.9166,0.9166,0.0,0.3299999999999999,0.5454,0.7272,0.8461,0.7177,0.0,22500.0,0.8138125
1143,22,2,4,16,6,41.0,0.3228,25.0,0.5121,0.4878,0.878,0.7804,0.75,0.7073,0.9024,0.8536,0.8048,0.85,0.8536,0.0,0.6666,0.5714,0.7857,0.7332500000000001,0.6829,0.0,48496.0,0.5609
1144,22,2,4,16,6,10.0,0.4761,25.0,0.66135,,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3299999999999999,0.6,0.8,0.7777,0.5086,0.0,-99.0,0.8
1145,22,2,4,16,6,45.0,0.3191,25.0,0.6,0.4,0.7954,0.7906,0.7045,0.7954,0.9111,0.8,0.8666,0.7777,0.8888,0.0,0.6666,0.6562,0.75,0.8444,0.7333,0.1315,70250.0,0.5111
1146,22,2,4,16,6,68.0,0.3636,25.0,0.3382,0.6617,0.7727,0.6166,0.5535,0.6247500000000001,0.9253,0.8333,0.9117,0.7846,0.8461,0.0,0.8723,0.6734,0.7755,0.8484,0.7205,0.125,70000.0,0.4264
1147,22,2,4,16,6,13.0,0.5652,25.0,0.66135,,1.0,1.0,0.8461,0.923,1.0,0.6923,1.0,1.0,1.0,0.0,0.3299999999999999,0.6,1.0,0.7692,0.7177,0.0,28341.305,0.8138125
1148,22,2,4,16,6,20.0,0.4255,25.0,0.7,0.3,0.85,0.75,0.75,0.7,0.9,0.7,0.75,0.9,0.9,0.0,0.6666,0.3076,0.7692,0.7332500000000001,0.65,0.0,53000.0,0.55
1149,22,2,4,16,6,10.0,0.3225,25.0,,0.31015000000000004,0.8,0.875,1.0,0.8,0.8,0.8888,0.8,0.8888,0.8015249999999999,0.0,0.3299999999999999,1.0,0.875,0.8,0.7177,0.0,86250.0,0.6
1150,22,2,4,16,6,14.0,0.4375,25.0,0.6428,0.3571,0.9285,0.8571,0.7857,0.8571,0.8571,0.8571,0.7692,0.7857,1.0,0.0,0.3299999999999999,0.8,0.9,0.923,0.7177,0.0,67400.0,0.6428
1151,25,2,5,4,6,148.0,0.2529,26.0,0.4932,0.5067,0.931,0.9097,0.8275,0.8611,0.875,0.8085,0.838,0.7746,0.9166,0.0,0.9523,0.8208,0.9097,0.952,0.9178,0.0359,62352.0,0.4149
1152,25,2,6,7,6,97.0,0.3943,33.0,0.7731,0.2268,0.8659,0.6911,0.8314,0.9677,0.851,0.8089,0.8723,0.7662,0.9278,0.0,0.9111,1.0,0.9157,0.9793,0.7177,0.0,55000.0,0.3541
1153,25,2,6,7,6,26.0,0.5416,35.0,0.6538,0.3461,1.0,0.9583,0.9583,0.96,0.9615,0.9166,0.96,0.875,1.0,0.0,0.6666,0.9523,0.9523,0.9615,0.8076,0.0,63748.0,0.423
1154,25,2,7,9,6,79.0,0.3708,26.0,0.1772,0.8227,0.7848,0.8194,0.8289,0.7631,0.7662,0.7402,0.8607,0.73265,0.8015249999999999,0.0,0.6666,0.7866,0.7432,1.0,0.7177,0.0,54519.2,0.0512
1155,25,2,8,10,6,74.0,0.3378,27.0,0.8918,0.1081,0.9324,0.7945,0.8783,0.9594,0.9594,0.8493,0.8513,0.8493,0.8513,0.0,0.6666,0.9729,0.9864,1.0,1.0,0.0,81837.0,0.6216
1156,25,2,9,11,6,67.0,0.2815,26.0,0.6268,0.3731,0.8805,0.8656,0.8181,0.8333,0.8805,0.7575,0.8805,0.8769,0.9701,0.0,0.7555,0.88,0.88,0.791,0.7462,0.0,49881.6,0.6818
1157,25,2,2,12,6,64.0,0.3809,26.0,0.8437,0.1562,0.9843,0.9531,0.9218,0.8666,0.9687,0.7142,0.9206,0.9375,0.9843,0.0,0.7,0.7,0.86,0.873,0.7812,0.0909,50000.0,0.6612
1158,25,2,2,12,6,60.0,0.4285,33.0,0.7166,0.2833,0.9833,0.9166,0.9322,0.862,0.931,0.862,0.931,0.862,0.9833,0.0,0.6666,0.7407,0.9074,0.9333,0.9,0.0,56106.2096,0.55
1159,25,2,2,12,6,15.0,0.4838,26.0,0.6666,0.3333,0.8666,0.9285,0.9333,0.6247500000000001,0.9333,0.7857,0.7333,0.8,1.0,0.0,0.6666,0.4545,0.7272,0.7857,0.7177,0.0,60000.0,0.8
1160,25,2,4,16,6,96.0,0.4615,25.0,0.6562,0.3437,0.9052,0.8315,0.75,0.8333,0.8437,0.6989,0.8541,0.9473,0.8854,0.0,0.75,0.4915,0.7288,0.7332500000000001,0.621,0.0923,50000.0,0.7187
1161,25,2,4,16,6,18.0,0.4864,26.0,0.2777,0.7222,1.0,1.0,1.0,1.0,0.9444,0.9411,0.9411,0.9411,1.0,0.0,0.6666,0.7058,0.7647,1.0,0.7177,0.0,60000.0,0.4444
1162,26,2,5,4,6,17.0,0.3541,26.0,0.7058,0.2941,0.9411,0.875,0.9333,1.0,0.9375,1.0,0.9375,0.9333,0.9411,0.0,1.0,0.6666,0.8666,0.8823,0.7177,0.0,45818.68,0.1875
1163,26,2,8,10,6,67.0,0.5153,35.0,0.9104,0.0895,0.9253,0.8769,0.8939,0.8939,0.9538,0.8906,0.9076,0.8769,0.9402,0.0,0.6666,0.9841,0.9838,0.9848,0.7177,0.0,78549.6,0.4776
1164,26,2,11,20,6,19.0,0.5937,34.0,,0.31015000000000004,1.0,0.7857,0.9285,0.9375,1.0,1.0,1.0,0.8461,1.0,0.0,0.4166,0.7857,0.9285,0.8888,0.7177,0.0,35073.0,0.4736
1165,25,2,9,11,6,62.0,0.4558,29.0,0.887,0.1129,0.9508,0.95,0.918,0.918,0.9838,0.8813,0.9193,0.9333,0.9677,0.0,0.6666,0.9137,0.9482,0.9677,0.7177,0.0,64560.3,0.258
1166,25,2,9,11,6,35.0,0.4861,32.0,0.66135,,0.9705,0.8529,0.9714,0.9696,1.0,0.9142,0.9375,0.9117,1.0,0.0,0.6666,1.0,0.9705,1.0,1.0,0.0,46756.206,0.3235
1167,25,2,11,20,6,20.0,0.5,30.0,0.66135,,0.8947,0.8888,0.95,0.9411,1.0,0.8888,0.8888,0.9411,1.0,0.0,0.6153,0.6153,0.8461,0.75,0.65,0.0,36475.92,0.3
1168,25,2,1,18,6,81.0,0.3214,26.0,0.7037,0.2962,0.9375,0.9125,0.8625,0.875,0.9873,0.7875,0.9493,0.925,0.95,0.0,0.6666,0.6619,0.8591,0.925,0.8765,0.0,58097.6,0.475
1169,25,2,2,12,6,14.0,0.4375,26.0,0.66135,,1.0,0.8571,0.8571,0.7142,0.7857,0.8571,1.0,0.9285,0.9285,0.0,0.6666,0.6666,0.9166,0.8571,0.7177,0.0,40454.0,0.7857
1170,25,2,2,12,6,60.0,0.3773,27.0,0.7333,0.2666,0.9482,0.9333,0.8644,0.8275,0.9166,0.8039,0.8813,0.8596,0.9661,0.0,0.8085,0.4901,0.7647,0.8983,0.85,0.0,44998.68,0.6333
1171,25,2,2,12,6,30.0,0.3488,26.0,0.5666,0.4333,0.9666,0.9285,0.8666,0.8214,0.9333,0.7407,0.931,0.8666,1.0,0.0,0.6666,0.5217,0.826,0.8,0.7666,0.0,50000.0,0.8
1172,25,2,2,12,6,34.0,0.3736,35.0,0.6764,0.3235,0.9411,1.0,0.9375,0.8787,1.0,0.9354,0.9696,0.9696,1.0,0.0,0.6666,0.7241,0.8965,0.9117,0.8529,0.0,54168.3,0.7058
1173,25,2,2,12,6,18.0,0.3829,26.0,0.7222,0.2777,0.9444,0.9411,0.9411,0.8823,0.9444,0.8125,0.8823,0.8823,0.9444,0.0,0.6666,0.4375,0.6875,1.0,0.7177,0.0,43945.17,0.7222
1174,25,2,2,12,6,23.0,0.4035,26.0,0.7391,0.2608,1.0,0.8181,0.8695,0.7727,1.0,0.7142,0.913,0.9047,1.0,0.0,0.6666,0.6,0.85,0.913,0.7177,0.0,54356.25,0.7272
1175,22,2,3,3,6,30.0,0.297,25.0,0.66135,,0.931,0.8965,0.8571,0.8965,0.862,0.8214,0.9655,0.931,1.0,0.0,0.6666,0.6,0.7,0.7666,0.6666,0.0,55512.4,0.6666
1176,22,2,3,3,6,73.0,0.4078,25.0,0.5068,0.4931,0.9444,0.8611,0.8028,0.8333,0.9452,0.8169,0.9428,0.9714,0.9452,0.0,0.7187,0.5757,0.7575,0.7332500000000001,0.5086,0.167625,40000.0,0.8082
1177,22,2,3,3,6,20.0,0.3703,25.0,0.66135,,0.95,1.0,0.8,0.7,1.0,0.8421,0.95,0.9,0.95,0.0,0.5714,0.4666,0.8,0.7894,0.75,0.0,29529.2,0.7
1178,22,2,3,3,6,15.0,0.375,24.0,0.66135,,0.8666,0.6666,0.6,0.6666,0.8,0.6666,0.9333,0.8,0.8015249999999999,0.0,0.3299999999999999,0.6,0.8,0.7332500000000001,0.5086,0.0,-99.0,0.8138125
1179,22,2,4,16,6,21.0,0.4285,26.0,0.238,0.7619,0.9523,0.8571,0.8571,0.9047,1.0,0.8421,1.0,1.0,1.0,0.0,1.0,0.8888,1.0,0.9523,0.7177,0.0,80093.7499,0.4285
1180,22,2,4,16,6,46.0,0.368,25.0,0.2391,0.7608,0.9333,0.7608,0.7826,0.7173,0.9347,0.8478,0.8666,0.8695,0.9565,0.0,0.7916,0.6,0.8,0.738,0.5434,0.167625,42935.0,0.5652
1181,22,2,4,16,6,37.0,0.2202,26.0,0.5135,0.4864,0.9189,0.8285,0.7428,0.7352,0.9729,0.9722,0.8918,0.8055,0.9166,0.0,0.6666,0.4482,0.8275,0.9722,0.8055,0.167625,60000.0,0.3243
1182,27,2,6,7,6,184.0,0.4088,33.0,0.7213,0.2786,0.8397,0.6641,0.8271,0.8813,0.8255,0.6918,0.8165,0.73265,0.8626,0.0,0.8954,0.954,0.8843,0.9728,0.951,0.0005960000000000001,59000.0,0.3478
1183,27,2,6,7,6,28.0,0.56,26.0,0.4642,0.5357,0.9642,1.0,0.9642,0.8888,1.0,0.8888,0.9629,0.9642,0.9642,0.0,0.6666,0.6666,0.8888,0.75,0.6428,0.0,44217.96,0.5357
1184,27,2,7,9,6,23.0,0.5897,28.0,0.5652,0.4347,0.9565,0.9565,0.9565,1.0,0.913,0.8636,0.9565,0.909,1.0,0.0,1.0,0.8571,0.9523,0.913,0.7177,0.0,54000.0,0.4347
1185,27,2,7,9,6,33.0,0.6734,27.0,,0.31015000000000004,0.909,0.8666,0.8333,0.8387,0.9677,0.9354,1.0,0.9,0.8787,0.0,0.6666,0.9,1.0,1.0,0.7177,0.0,74783.2,0.2424
1186,27,2,8,10,6,100.0,0.4694,28.0,0.85,0.15,0.8989,0.8736,0.8686,0.91,0.87,0.808,0.8888,0.8979,0.9,0.0,0.6666,1.0,0.9795,0.99,0.710523,0.0,83328.0,0.4693
1187,27,2,9,11,6,54.0,0.5806,32.0,0.66135,,0.9259,0.8518,0.8333,0.8113,0.9444,0.8076,0.9074,0.8148,0.8703,0.0,0.6666,0.96,0.9387,0.9811,0.7177,0.0,68000.0,0.3148
1188,27,2,9,11,6,32.0,0.4776,27.0,0.66135,,0.9687,0.9333,0.9354,0.9375,0.9354,0.8125,0.9062,0.8333,0.9687,0.0,0.6666,1.0,1.0,1.0,0.7177,0.0,53779.0,0.2812
1189,27,2,11,20,6,20.0,0.4081,26.0,0.66135,,0.85,0.8947,0.85,0.95,0.8947,0.9473,0.8947,0.7894,0.85,0.0,0.6666,0.85,0.8947,1.0,1.0,0.0,44010.12,0.0
1190,27,2,11,20,6,29.0,0.5686,26.0,0.6896,0.3103,0.8214,0.8181,0.8518,0.8928,0.8571,0.75,0.8518,0.8148,0.8965,0.0,0.7368,0.3157,0.5899875000000002,0.8214,0.6551,0.0,41000.0,0.2758
1191,27,2,11,20,6,11.0,0.423,26.0,0.5454,0.4545,0.8181,0.7777,0.7,0.8181,0.8181,0.7272,0.8181,0.9,0.8181,0.0,0.3299999999999999,0.6,0.9,0.909,0.7177,0.0,32388.4,0.4545
1192,27,2,11,20,6,19.0,0.3725,26.0,0.6666,0.3333,0.8947,0.8888,0.8888,0.9473,0.9473,0.8947,0.9444,0.8333,0.8947,0.0,0.6666,0.8125,0.875,1.0,0.7177,0.0,38502.36,0.1052
1193,27,2,1,18,6,21.0,0.5,26.0,0.4285,0.5714,1.0,0.9,0.9,0.9444,1.0,0.9375,1.0,0.9523,1.0,0.0,0.6,0.5263,0.7777,0.9047,0.7177,0.0,58670.8333,0.4761
1194,27,2,1,18,6,14.0,0.5,27.0,0.4285,0.5714,0.9285,0.9285,0.923,1.0,1.0,0.9285,1.0,0.8461,0.9285,0.0,0.6666,0.5833,0.6666,0.9285,0.7177,0.0,46764.0,0.5714
1195,27,2,1,18,6,16.0,0.4848,25.0,0.6875,0.3125,1.0,1.0,0.875,0.8125,1.0,0.8,0.875,0.9375,1.0,0.0,0.6666,0.5714,0.9285,0.875,0.7177,0.0,52480.0,0.625
1196,27,2,1,18,6,43.0,0.4623,26.0,0.7674,0.2325,0.9767,0.9302,0.8837,0.8837,0.9534,0.7631,0.8604,0.8837,0.9767,0.0,0.6666,0.7027,0.8333,0.8837,0.8837,0.0,51960.0,0.4285
1197,27,2,1,18,6,46.0,0.4509,25.0,0.6739,0.326,0.9782,0.9534,0.9534,0.9318,0.9777,0.9069,0.9545,0.9318,0.9782,0.0,0.6666,0.6046,0.9302,0.9347,0.7177,0.0,59500.0,0.2666
1198,27,2,1,18,6,16.0,0.5925,33.0,0.66135,,0.9375,0.9375,0.875,0.75,0.8,0.9333,0.8571,0.8666,0.9375,0.0,0.3299999999999999,0.4444,0.6666,0.7332500000000001,0.5625,0.0,38982.72,0.5
1199,27,2,1,18,6,23.0,0.4693,27.0,0.619,0.3809,0.75275,0.7727,0.913,0.7826,0.913,0.6363,0.8636,0.8695,0.826,0.0,0.6842,0.3,0.8,0.9565,0.7177,0.0,42068.0,0.2608
1200,27,2,1,18,6,13.0,0.3939,26.0,0.5833,0.4166,0.8461,0.8461,0.6923,0.8461,1.0,0.8461,1.0,0.8461,0.923,0.0,0.3299999999999999,0.5,0.6,0.8461,0.7177,0.0,48000.0,0.5384
1201,27,2,2,12,6,19.0,0.475,26.0,0.647,0.3529,1.0,1.0,0.8947,0.7894,0.9473,0.8888,0.7777,0.9473,1.0,0.0,0.6666,0.5714,0.9285,0.8823,0.7177,0.0,55343.4813,0.6842
1202,27,2,2,12,6,28.0,0.7567,30.0,0.4814,0.5185,0.9259,1.0,0.8888,0.8846,0.9615,0.8333,0.92,0.9285,0.9285,0.0,0.6666,0.4444,0.8333,0.8214,0.6428,0.167625,39768.885,0.2857
1203,27,2,2,12,6,18.0,0.5142,35.0,0.66135,,1.0,1.0,1.0,0.9411,1.0,1.0,0.8823,0.9411,1.0,0.0,0.625,0.6875,1.0,0.8888,0.7177,0.0,49480.0,0.5555
1204,2,2,7,9,6,40.0,0.4395,28.0,,0.31015000000000004,0.925,0.8974,0.8,0.9,0.925,0.85,0.875,0.825,0.8947,0.0,0.6666,0.9459,0.8684,1.0,0.7177,0.0,78197.5,0.2
1205,2,2,7,9,6,50.0,0.5102,27.0,,0.31015000000000004,1.0,0.8979,0.875,0.88,0.98,0.92,0.84,0.8333,1.0,0.0,0.6666,0.913,0.9565,0.98,0.7177,0.0,75000.0,0.3
1206,2,2,7,9,6,64.0,0.5333,35.0,0.1718,0.8281,0.9193,0.8281,0.8064,0.8253,0.8253,0.7343,0.873,0.85,0.875,0.0,0.6666,0.9032,0.8387,0.9687,0.7177,0.0,97500.0,0.2857
1207,2,2,7,9,6,41.0,0.5942,33.0,0.439,0.5609,0.775,0.6756,0.5405,0.7804,0.8292,0.7948,0.7317,0.73265,0.8015249999999999,0.0,0.6666,0.8461,0.8205,1.0,0.7177,0.0,74000.0,0.1707
1208,2,2,7,9,6,18.0,0.4864,30.0,,0.31015000000000004,0.875,0.7222,0.8235,0.9444,0.8333,0.8333,0.9444,0.7777,0.8015249999999999,0.0,1.0,1.0,1.0,1.0,1.0,0.0,95000.0,0.1666
1209,2,2,8,10,6,185.0,0.3987,30.0,0.8648,0.1351,0.9076,0.7225,0.8926,0.9175,0.9562,0.9005,0.8618,0.7919,0.8858,0.0,0.9461,0.9888,0.9832,0.9836,0.9728,0.0005960000000000001,78979.2,0.4864
1210,2,2,8,10,6,40.0,0.5333,28.0,0.525,0.475,0.975,0.85,0.875,0.9,0.923,0.95,0.9473,0.8717,0.975,0.0,0.6666,0.9459,0.9729,1.0,0.7177,0.0,69626.4,0.125
1211,2,2,8,10,6,22.0,0.5,35.0,1.0,0.0,1.0,0.8571,0.9523,0.7368,1.0,0.8235,1.0,0.9047,1.0,0.0,0.6666,0.9523,0.9047,0.9545,0.7177,0.0,97511.5,0.2272
1212,2,2,8,10,6,10.0,0.5263,32.0,0.66135,,0.9,0.6,0.6666,0.7,0.9,0.8888,0.9,0.9,0.9,0.0,0.6666,0.8,0.9,1.0,1.0,0.0,71229.4,0.7
1213,2,2,9,11,6,17.0,0.5151,35.0,0.5294,0.4705,1.0,0.8823,0.9411,0.9375,1.0,0.8125,0.9375,0.7857,1.0,0.0,0.6666,0.5833,0.9166,0.75,0.7177,0.0,62585.82,0.4705
1214,2,2,9,11,6,16.0,0.5333,28.0,,0.31015000000000004,0.75275,0.8,0.6428,0.8125,0.9333,0.6923,0.9285,0.73265,0.8015249999999999,0.0,1.0,0.8571,0.9285,0.9375,0.7177,0.0,74750.0,0.3125
1215,2,2,3,3,6,34.0,0.4473,28.0,0.647,0.3529,0.8823,0.9117,0.9411,0.9705,1.0,0.8437,0.9062,0.9411,0.9411,0.0,0.6666,0.7666,0.7666,0.9411,0.7177,0.0,57000.0,0.2941
1216,4,2,5,4,6,43.0,0.3739,27.0,0.6744,0.3255,0.9069,0.9024,0.9285,0.9523,0.9523,0.7906,0.8604,0.8604,0.9534,0.0,0.6666,0.5581,0.8372,1.0,1.0,0.0,54021.25,0.279
1217,4,2,5,4,6,180.0,0.3543,26.0,0.4888,0.5111,0.9378,0.8862,0.9261,0.87,0.8693,0.8208,0.8837,0.8538,0.9431,0.0,0.9551,0.8024,0.9012,0.9664,0.905,0.0635,60000.0,0.3651
1218,27,2,3,3,6,52.0,0.5842,25.0,0.6346,0.3653,0.9807,0.9423,0.8653,0.7884,0.9607,0.8571,0.9215,0.8461,1.0,0.0,0.6666,0.6071,0.8571,0.7332500000000001,0.549,0.1515,50005.75,0.6346
1219,27,2,3,3,6,12.0,0.6315,27.0,0.66135,,0.9166,0.8333,0.9166,0.8333,1.0,0.7,1.0,0.8333,1.0,0.0,0.3299999999999999,0.6666,0.8888,1.0,0.7177,0.0,48738.0,0.4166
1220,27,2,4,16,6,14.0,0.6086,29.0,0.4285,0.5714,1.0,1.0,0.9285,0.9285,1.0,0.923,0.8571,0.9285,1.0,0.0,1.0,1.0,1.0,0.9285,0.7177,0.0,75000.0,0.2142
1221,2,2,5,4,6,116.0,0.3803,26.0,0.4655,0.5344,0.9826,0.8648,0.8545,0.9396,0.9565,0.9304,0.9196,0.8879,0.9739,0.0,0.6599339999999999,0.9642,0.9642,0.9913,0.710523,0.0005960000000000001,60981.4098,0.4913
1222,2,2,5,4,6,24.0,0.4528,35.0,0.5,0.5,1.0,0.8333,0.8695,0.9583,0.9166,0.9583,0.9565,0.9583,1.0,0.0,0.6666,0.875,0.9583,1.0,1.0,0.0,53040.0,0.25
1223,2,2,5,4,6,203.0,0.3394,27.0,0.4532,0.5467,0.9402,0.8775,0.9346,0.9504,0.9154,0.87,0.954,0.8775,0.9605,0.0,0.9715,0.79,0.8895,0.955,0.9004,0.0523,70000.0,0.3349
1224,2,2,7,9,6,21.0,0.3818,28.0,0.66135,,0.9523,0.8,0.8,0.9523,0.9,0.85,1.0,0.8888,0.8571,0.0,0.6666,0.9473,1.0,0.9523,0.7177,0.0,58500.0,0.1904
1225,2,2,7,9,6,13.0,0.3939,30.0,0.0,1.0,1.0,0.9166,0.8461,1.0,0.923,0.923,0.8461,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,68132.32,0.0
1226,2,2,7,9,6,31.0,0.4428,26.0,0.1612,0.8387,0.9677,0.8666,0.9354,0.9354,1.0,1.0,0.9354,0.8709,0.9677,0.0,0.6666,1.0,0.9583,0.8064,0.7741,0.0,60500.0,0.3666
1227,2,2,7,9,6,29.0,0.5576,32.0,,0.31015000000000004,0.7931,0.8076,0.6923,0.8148,0.9285,0.8518,0.9642,0.8461,0.8015249999999999,0.0,0.6666,0.8076,0.8461,1.0,0.7177,0.0,83500.0,0.1724
1228,2,2,7,9,6,50.0,0.5813,28.0,,0.31015000000000004,0.9591,0.7826,0.617,0.9166,0.9166,1.0,0.9375,0.7659,0.94,0.0,0.6666,0.8478,0.8913,0.98,0.7177,0.0,85000.0,0.1224
1229,2,2,7,9,6,47.0,0.4895,26.0,0.1702,0.8297,1.0,1.0,0.9777,0.9361,0.9361,0.9111,0.9347,0.8936,0.9574,0.0,0.6666,0.9333,0.9111,0.9574,0.7177,0.0,77000.0,0.1276
1230,2,2,7,9,6,46.0,0.7076,35.0,0.1956,0.8043,0.9782,0.9523,0.9302,0.9545,1.0,0.9772,0.9545,0.9285,1.0,0.0,1.0,0.8666,0.9111,1.0,0.7177,0.0,106288.04624999998,0.2826
1231,27,2,5,4,6,37.0,0.5138,27.0,0.8108,0.1891,0.9729,0.8888,0.8918,0.8918,1.0,0.8108,0.8378,0.9166,0.9729,0.0,1.0,0.7058,0.9117,0.9714,0.7177,0.0,47800.0,0.2162
1232,27,2,5,4,6,22.0,0.3142,25.0,0.7272,0.2727,0.909,0.9523,1.0,0.9047,1.0,0.909,1.0,0.7727,0.8636,0.0,1.0,0.8181,0.8636,1.0,1.0,0.0,49959.66,0.2272
1233,27,2,5,4,6,33.0,0.2426,26.0,0.4545,0.5454,0.9375,0.875,0.8709,0.7812,0.9062,0.8125,0.9354,0.8064,0.9062,0.0,0.6666,0.8709,0.8064,0.9696,0.7177,0.0,59500.0,0.4848
1234,27,2,5,4,6,11.0,0.2244,29.0,0.5454,0.4545,1.0,0.909,1.0,0.909,1.0,0.909,0.909,0.909,1.0,0.0,1.0,0.909,1.0,1.0,1.0,0.0,52290.0,0.2727
1235,27,2,5,4,6,30.0,0.3896,28.0,0.5333,0.4666,0.9666,0.8928,0.7857,0.7931,0.9333,0.8,0.931,0.9655,1.0,0.0,0.6666,0.931,0.9642,1.0,0.7177,0.0,56000.0,0.6333
1236,27,2,5,4,6,20.0,0.2469,28.0,0.45,0.55,0.9473,0.7894,0.95,0.9,0.8421,1.0,0.9444,0.8947,0.95,0.0,1.0,0.8666,0.8666,0.9,0.75,0.0,57000.0,0.25
1237,4,2,2,12,6,18.0,0.375,31.0,0.66135,,1.0,0.9375,0.9411,0.8235,1.0,1.0,0.9411,0.9444,1.0,0.0,0.6666,0.6153,0.8333,0.8235,0.7177,0.0,52300.0,0.7777
1238,4,2,2,12,6,11.0,0.3666,27.0,0.5454,0.4545,0.909,0.8181,0.909,0.909,0.909,0.909,0.909,0.9,1.0,0.0,0.3299999999999999,0.75,1.0,1.0,0.7177,0.0,64035.504,0.5555
1239,7,2,5,4,6,10.0,0.5555,33.0,0.66135,,1.0,1.0,0.9,1.0,0.8,0.8,1.0,0.9,0.9,0.0,0.3299999999999999,0.8888,0.8888,0.9,0.7177,0.0,60250.0,0.7
1240,8,2,5,4,6,69.0,0.4312,29.0,0.4927,0.5072,0.9848,0.8939,0.8208,0.8437,0.897,0.8088,0.9393,0.8955,0.9696,0.0,1.0,0.9076,0.9218,0.9855,0.7177,0.0,62000.0,0.5454
1241,8,2,5,4,6,13.0,0.3714,27.0,0.66135,,1.0,1.0,1.0,0.7692,1.0,1.0,1.0,0.8461,1.0,0.0,0.6666,0.9166,0.8333,0.923,0.7177,0.0,54908.5,0.2307
1242,8,2,5,4,6,24.0,0.421,29.0,0.3333,0.6666,0.9583,0.9166,0.875,0.9166,0.9166,0.8695,1.0,0.875,0.9583,0.0,0.6666,0.8636,0.8636,1.0,0.7177,0.0,57740.75,0.3333
1243,8,2,8,10,6,111.0,0.3468,27.0,0.9099,0.09,0.9724,0.8224,0.8703,0.9454,0.9363,0.8363,0.8623,0.8785,0.9818,0.0,0.6599339999999999,0.9816,0.9724,0.9909,0.710523,0.0,80018.4,0.5135
1244,8,2,8,10,6,42.0,0.5384,30.0,0.8333,0.1666,0.8333,0.8333,0.8536,0.878,0.8809,0.8292,0.7857,0.875,0.8571,0.0,0.6666,0.875,0.95,0.9523,0.7177,0.0,54257.28,0.125
1245,8,2,8,10,6,112.0,0.3822,33.0,0.8303,0.1696,0.9821,0.9158,0.9158,0.8818,0.9553,0.9082,0.8846,0.9056,0.9819,0.0,0.6599339999999999,0.9719,1.0,0.9729,0.710523,0.0,81088.776,0.1964
1246,8,2,9,11,6,24.0,0.4285,30.0,0.66135,,0.9166,0.9545,0.9583,0.913,1.0,0.826,0.913,0.913,0.9166,0.0,0.6666,0.9565,0.9565,1.0,0.7177,0.0,67734.8,0.3333
1247,8,2,9,11,6,64.0,0.5079,29.0,0.875,0.125,0.9531,0.9206,0.9375,0.7968,0.9062,0.9032,0.9344,0.9047,0.9523,0.0,0.9122,0.9661,0.983,0.9523,0.7177,0.0,59000.0,0.3593
1248,8,2,9,11,6,51.0,0.3469,27.0,0.4901,0.5098,0.9803,0.96,1.0,0.9411,0.96,0.9019,0.9607,0.98,1.0,0.0,0.8,0.9302,0.9767,0.8431,0.8431,0.0,52145.5714,0.7254
1249,8,2,1,18,6,75.0,0.5244,28.0,0.7866,0.2133,1.0,0.9178,0.9444,0.8767,0.9729,0.7971,0.9154,0.9054,1.0,0.0,0.8793,0.6031,0.8593,0.9054,0.8533,0.0,51960.0,0.4933
1250,8,2,1,18,6,49.0,0.4414,27.0,0.7142,0.2857,0.9387,0.9583,0.9361,0.8125,0.9791,0.8936,0.8888,0.9361,0.9591,0.0,0.6666,0.659,0.8409,0.9591,0.8979,0.0,58818.72,0.2978
1251,10,2,9,11,6,32.0,0.372,25.0,0.375,0.625,0.9375,0.9687,0.9375,0.875,0.9687,0.9666,0.9032,0.9062,0.9687,0.0,0.6666,0.7777,0.9259,0.9062,0.8437,0.0,60000.0,0.375
1252,10,2,9,11,6,18.0,0.6923,35.0,0.3333,0.6666,1.0,1.0,0.9444,1.0,1.0,0.8823,1.0,1.0,1.0,0.0,1.0,0.9411,0.9411,0.9444,0.7177,0.0,90000.0,0.5555
1253,21,2,1,18,6,127.0,0.3871,25.0,0.8582,0.1417,0.936,0.9032,0.7419,0.664,0.888,0.6806,0.865,0.84,0.9444,0.0,0.7473,0.5816,0.7938,0.88,0.7795,0.1,40528.8,0.576
